Nom,SNR,fe_Voice,audio_Voice,fe_Noise,audio_Noise,fe_Mix,audio_Mix
0312,1.0,8000,"[ 0.02508528  0.01524791  0.01475605 ...  0.5690915  -0.04869495
 -0.43677893]",8000,"[ 0.40825933  0.804511    1.1407245  ... -0.11407246  0.45028603
  0.73846906]",8000,8000
0313,0.0,8000,"[-0.09899343 -0.09567522 -0.09346308 ...  0.09291004  0.08903878
  0.07908414]",8000,"[-0.10548832 -0.03516277  0.0937674  ...  0.28520912  0.9025111
  1.2658597 ]",8000,8000
0314,4.0,8000,[0.01015381 0.01603233 0.01656674 ... 1.3419062  1.3248051  1.2777771 ],8000,"[ 1.2587701   1.0268914   0.5465712  ... -0.03312553 -0.13250211
 -0.18219039]",8000,8000
0315,4.0,8000,"[-0.00401421  0.         -0.00490626 ... -0.7466429  -2.0267296
 -3.0048587 ]",8000,[-1.1953242 -1.1366066 -0.5368474 ... -1.0527241 -1.4134185 -1.3127596],8000,8000
0316,2.0,8000,"[-1.5284811e-03 -3.0569623e-03 -4.0759495e-03 ... -1.2635444e+00
 -3.0207882e+00 -4.6608486e+00]",8000,"[-0.3676149  -0.6470022   0.11763676 ... -1.4263458  -1.3528229
 -1.4116412 ]",8000,8000
0317,-4.0,8000,"[ 0.84717005  1.1605402   1.169299   ... -0.0043794  -0.00827219
 -0.004866  ]",8000,"[-1.1101762  -1.0812464  -0.72324175 ... -0.18804285  0.21335632
  0.62560415]",8000,8000
0318,1.0,8000,[0.6021721  0.58451724 0.60121775 ... 0.01479186 0.00715735 0.0066802 ],8000,"[-0.63918096 -0.5214371  -0.6896426  ... -0.4373343  -0.4373343
 -0.58871925]",8000,8000
0319,0.0,8000,[0.12320859 0.12846011 0.25409248 ... 0.01252284 0.02060209 0.01777435],8000,"[-0.53906363 -0.9405731  -1.245423   ...  0.7249477   0.63572335
  0.65059406]",8000,8000
0320,-4.0,8000,"[-0.00225438 -0.00338156 -0.00112719 ...  0.01690782  0.02254376
  0.01014469]",8000,"[-0.21312714 -0.20343953  0.13562636 ...  0.27125272 -0.22281474
 -0.6878194 ]",8000,8000
0321,0.0,8000,"[-0.17589428 -0.32492286  0.32289526 ...  0.0081104   0.0060828
  0.0136863 ]",8000,"[ 0.72140294  0.8450721   0.5276547  ... -0.6348346  -0.7956044
 -0.8450721 ]",8000,8000
0322,-3.0,8000,"[-1.3194937  -0.12501189  0.7445763  ... -1.1882999  -1.355898
 -1.3916157 ]",8000,"[ 0.3681111   0.4619434   0.28149676 ... -0.18766451 -0.09383225
 -0.02887146]",8000,8000
0323,0.0,8000,[-2.2603521 -2.0221226 -0.8927182 ...  1.5369159  1.7530206  1.8229975],8000,[1.3792224  1.1261281  1.2370347  ... 0.01706255 0.13934413 0.11090655],8000,8000
0324,3.0,8000,"[-1.6818992  -1.0716496  -0.4796265  ... -0.725684   -0.93090075
 -1.1101278 ]",8000,"[ 0.9189468   0.86381006  0.588126   ...  0.1470315  -0.23892617
 -0.22054724]",8000,8000
0325,-4.0,8000,"[-1.8437322e+00 -2.2368093e+00 -2.6109626e+00 ...  2.1627359e-03
  5.9475233e-03  8.1102597e-03]",8000,[-1.5944887 -1.3772448 -0.7583044 ...  1.4346299  2.1970334  2.2749133],8000,8000
0326,-4.0,8000,"[-0.92928773 -0.11156438  0.87257063 ... -0.01495835 -0.01745141
 -0.01869794]",8000,"[-0.15921277  0.64640385  2.4996405  ... -0.18150255 -0.22926639
 -0.34708387]",8000,8000
0327,0.0,8000,"[ 0.38971382  0.5420497   0.6818143  ... -0.02366384 -0.0147899
 -0.02070586]",8000,[-0.7383282 -0.5310782 -0.8872893 ...  1.6839066  0.4468829  0.1101016],8000,8000
0328,0.0,8000,"[-0.02714738 -0.02297086 -0.02714738 ... -0.01879434 -0.0104413
 -0.0104413 ]",8000,"[ 0.04638921  0.17627901  0.34328017 ... -0.649449   -0.649449
 -0.58450407]",8000,8000
0329,-4.0,8000,"[ 0.00817015 -0.12218083 -0.21056697 ...  0.9221125   0.9403097
  0.94736576]",8000,[ 1.6267635  1.5201247  1.9926808 ... -2.024045  -1.3110291 -1.5744895],8000,8000
0330,-3.0,8000,"[-0.01100197  0.0011581  -0.00984387 ...  0.         -0.01100197
 -0.01100197]",8000,"[-1.5536312  -1.6063472  -1.8470507  ... -0.40879792 -0.44957832
 -0.48140687]",8000,8000
0331,-4.0,8000,"[-0.01570406 -0.01465712 -0.01936834 ...  0.23713124  0.1711742
  0.03559586]",8000,"[-0.12673594  0.06110482  0.8690464  ... -0.36436582 -0.3802078
 -0.24441929]",8000,8000
0332,1.0,8000,"[-0.01182549 -0.0164031  -0.00991815 ... -0.00762935 -0.00686641
 -0.00762935]",8000,"[ 0.5002816   0.39795122  0.2274007  ... -2.592368   -2.615108
 -2.4104476 ]",8000,8000
0333,-3.0,8000,[0.11248707 0.44858754 0.31977174 ... 0.00408219 0.00045358 0.        ],8000,"[ 1.1584561   1.1114917   1.0019081  ... -0.10958368 -0.21916737
 -0.18785775]",8000,8000
0334,2.0,8000,"[ 0.8294826   0.63856715  1.0931113  ...  2.4715617   2.3282027
 -0.93803567]",8000,[0.8244659  0.60987884 0.7567016  ... 1.2197577  1.0051708  0.71152544],8000,8000
0335,-2.0,8000,[0.02150239 0.02616124 0.01935215 ... 2.4243946  3.1139045  2.8537257 ],8000,"[-4.280665   -2.936324   -1.0731144  ...  1.4622657   1.1792465
  0.89622736]",8000,8000
0336,0.0,8000,"[-0.7477078  -0.8908751  -1.0821022  ... -0.07284839 -0.08448391
 -0.08650746]",8000,"[-0.60800767 -1.1994709  -1.278057   ... -2.3410363  -2.2252254
 -2.1755922 ]",8000,8000
0337,0.0,8000,[1.4928548 1.5130534 1.4676068 ... 3.40437   3.0729308 2.5900023],8000,"[ 0.39123726  0.32899496  0.21340214 ...  0.15560572 -0.00444588
  0.67132753]",8000,8000
0338,4.0,8000,"[-3.7037995  -3.3335357  -2.6928284  ...  0.03308     0.03308
  0.02495509]",8000,[0.925035   0.9590437  0.86381936 ... 0.3468881  0.23806049 0.26526737],8000,8000
0339,-4.0,8000,"[ 0.7122617   0.68379086  0.6577743  ... -0.08835775  0.2886353
 -0.06479569]",8000,"[ 0.          0.13439101  0.16126922 ... -0.43005124 -0.48380768
 -0.53756404]",8000,8000
0340,2.0,8000,"[ 0.01442084  0.04206077  0.04446424 ... -0.00300434  0.00240347
  0.        ]",8000,"[-0.03265317 -0.11554198 -0.06781813 ...  0.43956187  0.32904348
  0.44207367]",8000,8000
0341,2.0,8000,"[-0.20522714 -0.5518865  -0.60003364 ... -2.899661   -3.539416
 -4.519812  ]",8000,[1.6675535 1.4571466 1.4885507 ... 1.6047456 1.7994505 1.6204476],8000,8000
0342,3.0,8000,"[ 0.26941592 -0.03967834 -0.109909   ...  0.00555497  0.00634853
  0.00039678]",8000,[-0.8277862 -0.8898702 -0.6415344 ... -0.7863969 -1.0140381 -0.9933435],8000,8000
0343,0.0,8000,"[-1.0109524  -1.0060527   0.16930865 ...  0.02558684 -0.0658725
 -0.01088802]",8000,"[ 1.3143027   0.9968027   0.53162813 ... -0.5906979  -0.65715134
 -0.6645351 ]",8000,8000
0344,4.0,8000,"[ 0.00259968 -0.00043328 -0.00129984 ... -0.32625937  0.03812859
  0.22747166]",8000,"[ 1.3426317   0.856999    0.57133263 ...  0.9426989   0.31423295
 -0.02856663]",8000,8000
0345,1.0,8000,"[-0.00794548 -0.0069523  -0.01092504 ...  0.00198637  0.01440119
  0.        ]",8000,"[-0.18132982 -0.14775021  0.02686367 ...  0.33579594  0.29550043
  0.4365347 ]",8000,8000
0346,-3.0,8000,"[-2.5207224  -2.0751808  -2.1216273  ...  0.01490873  0.01261508
  0.01605556]",8000,"[-0.6526489  -0.85519516 -1.2602876  ... -1.147762   -1.6203698
 -1.8679262 ]",8000,8000
0347,1.0,8000,"[ 5.9553224e-01 -2.3737632e-01 -9.7826225e-01 ...  5.2285532e-04
 -6.2742643e-03 -4.7056978e-03]",8000,"[ 0.6462278   0.7431619   0.7754733  ... -0.37158096 -0.14540124
  0.        ]",8000,8000
0348,0.0,8000,"[ 0.1317076   0.11325995 -0.00128704 ... -0.5868925  -0.7593565
 -0.96142256]",8000,"[-0.28999683  0.3357858   0.42736372 ... -0.6257826  -0.36631176
 -0.04578897]",8000,8000
0349,-3.0,8000,"[ 6.2115286e-03  3.1057643e-03  7.0988899e-03 ... -2.6833804e+00
 -3.3023150e+00 -3.1199622e+00]",8000,"[-0.84595585 -0.41984478 -0.25065356 ... -0.3007843  -0.05639705
  0.79582506]",8000,8000
0350,2.0,8000,[-2.9479682 -4.4974737 -5.4603024 ... -0.5995077 -0.137047   0.3090847],8000,"[-0.05361325 -0.21445298 -0.37529272 ...  0.11488553 -0.1914759
 -0.29104334]",8000,8000
0351,0.0,8000,"[ 0.5078495   0.4086763   0.4293374  ...  0.00123967  0.00165289
 -0.00082644]",8000,"[ 1.3676591   1.3858945   1.3676591  ... -0.2735318  -0.32823816
 -0.60177   ]",8000,8000
0352,2.0,8000,"[-0.01508635 -0.00827316 -0.0111931  ...  0.6871591   0.29004732
 -0.674506  ]",8000,"[-1.0309887  -0.91427296 -0.72623104 ...  0.05187365  0.16858934
  0.14913672]",8000,8000
0353,-1.0,8000,[0.02267236 0.02116087 0.02267236 ... 0.5527018  0.71745425 0.48619616],8000,"[ 3.1054926   3.0752246   2.7180629  ... -0.69616306 -0.90803885
 -1.307576  ]",8000,8000
0354,3.0,8000,[-2.16961   -3.00588   -3.6065197 ...  2.9113598  3.535462   2.8935955],8000,[1.0508046  1.0198075  1.4320701  ... 0.37816566 0.45255893 0.04029634],8000,8000
0355,3.0,8000,"[-0.04733403 -0.03860251 -0.02619456 ... -0.00045955  0.01240795
 -0.02987099]",8000,"[-0.28876045 -0.4022021  -0.90753293 ...  3.135114    2.9082305
  2.5575929 ]",8000,8000
0356,3.0,8000,"[-0.00464249 -0.00603524 -0.00928498 ...  0.08635035  0.09052859
  0.12349029]",8000,"[-0.6526489  -0.85519516 -1.2602876  ... -1.147762   -1.6203698
 -1.8679262 ]",8000,8000
0357,3.0,8000,"[ 0.00636285 -0.00190885 -0.0082717  ... -0.31241584 -0.14443664
  0.00890799]",8000,[0.7912462  0.55444986 0.2079187  ... 0.4245007  0.27144942 0.25412285],8000,8000
0358,2.0,8000,"[-1.4686478  -2.1358662  -2.6305285  ... -0.68830884 -0.31827092
 -0.5502636 ]",8000,"[-0.197792   -0.42723072 -0.6408461  ...  2.4288857   2.270652
  2.1519768 ]",8000,8000
0359,4.0,8000,"[-1.9924169  -1.3333064  -0.67835814 ... -0.00572235 -0.00884362
 -0.00988405]",8000,"[-0.50755626 -0.4441117  -0.6273959  ...  0.6485441   0.50755626
  0.34542024]",8000,8000
0360,-1.0,8000,"[ 0.85143703  0.84579635  1.0319405  ... -0.0072076  -0.00908784
 -0.00752098]",8000,"[ 0.00718281  0.04788538 -0.13647333 ... -0.7398292   0.50758505
  0.00957708]",8000,8000
0361,1.0,8000,"[ 0.0713708   0.10078184  0.06941006 ... -0.01372515 -0.00549006
  0.05333203]",8000,"[ 1.109043    1.3308517   1.3530324  ... -0.79851097 -0.38816506
 -0.29944158]",8000,8000
0362,-1.0,8000,"[-0.07139077  0.01122496  0.09069771 ...  2.1776433   1.6392939
  1.9832269 ]",8000,"[ 0.68767697  0.55478233  0.3522762  ... -2.9489949  -3.4299467
 -3.7358155 ]",8000,8000
0363,1.0,8000,"[-0.02373019 -0.02272039 -0.02373019 ... -0.00706857 -0.01060285
 -0.00555387]",8000,[ 0.8927958  0.8752038  0.6113233 ... -1.6008751 -1.0511241 -0.97196  ],8000,8000
0364,-3.0,8000,"[ 0.04796276 -0.01954039  0.10895245 ...  1.1747916   1.247624
  1.2819676 ]",8000,"[ 1.0764973   0.9521494   1.3322986  ... -1.0729444  -0.7922736
 -0.75319284]",8000,8000
0365,0.0,8000,"[-0.01195139 -0.04439086 -0.04780555 ...  0.00128051  0.04054935
  0.06018377]",8000,"[ 0.484144    0.21302338  0.17429185 ... -0.406681   -0.07746305
  0.11619458]",8000,8000
0366,-4.0,8000,[ 1.162004   1.1224593  1.2274047 ... -2.5749643 -2.8289626 -3.6768909],8000,[ 1.124916   1.2716442  1.1860528 ... -1.4183724 -1.7118287 -1.5651006],8000,8000
0367,0.0,8000,"[ 1.4723951   0.99982536  1.0194299  ... -0.06345641 -0.06036098
 -0.05055877]",8000,"[ 0.85378706  1.0203797  -0.04164815 ...  0.35400924 -0.02082407
 -0.20824073]",8000,8000
0368,2.0,8000,[0.02314415 0.02250126 0.02057258 ... 0.00128579 0.00385736 0.00192868],8000,[-1.7259811 -1.3912455 -1.5167713 ...  1.0669701  1.3284825  1.5481528],8000,8000
0369,-4.0,8000,[1.5453213  1.6272832  1.578903   ... 0.01309112 0.00853769 0.00796851],8000,"[-0.28999683  0.3357858   0.42736372 ... -0.6257826  -0.36631176
 -0.04578897]",8000,8000
0370,-3.0,8000,[0.02378449 0.03141348 0.04128629 ... 0.10635706 0.18085188 0.44293   ],8000,"[-1.1625433  -1.0910754  -1.1958948  ... -0.30016488 -0.17152277
  0.13817112]",8000,8000
0371,-3.0,8000,"[-0.00944152 -0.00899193 -0.00809273 ... -0.02337901 -0.01483668
 -0.01753426]",8000,"[-0.6089049  -0.54706293 -0.77064526 ...  0.06659897 -0.08087018
 -0.14271209]",8000,8000
0372,-2.0,8000,"[ 5.3863146e-04  1.0772629e-03 -3.2317890e-03 ...  1.1332808e+00
  1.4510734e+00  4.0397361e-02]",8000,[1.031845  0.8730997 0.6349816 ... 1.5080812 1.5080812 1.4485517],8000,8000
0373,2.0,8000,"[-0.92004704 -0.4187708   0.12041333 ...  0.15118563 -0.02185279
  0.00758158]",8000,"[ 0.00941187  0.          0.03764747 ... -0.61177135 -0.30117974
 -0.22588481]",8000,8000
0374,1.0,8000,"[-0.02189356  0.13501029 -0.01459571 ... -0.09174445 -0.10581888
 -0.14960599]",8000,"[ 1.3119309   1.2522975   1.14297    ... -0.29816607 -0.39755476
 -0.23853286]",8000,8000
0375,3.0,8000,[1.2483627 1.1442096 1.1014675 ... 2.2653284 1.9474654 1.7126298],8000,"[-0.78556305 -0.48685512 -0.44224292 ...  0.6012951   0.76616645
  0.7331922 ]",8000,8000
0376,0.0,8000,"[ 0.11518678  0.4772811   0.1322719  ... -0.01322719 -0.01212492
 -0.01488059]",8000,"[ 0.8147962   0.8232397   0.25752625 ... -0.67970043 -0.47283515
 -0.09076745]",8000,8000
0377,2.0,8000,"[ 0.04927195  0.00642678 -0.01446025 ...  2.8015387   2.4475305
  1.8991125 ]",8000,"[-0.6633955  -0.576283   -0.45566556 ...  0.3216463   0.31494534
  0.34845015]",8000,8000
0378,0.0,8000,[-2.1154423 -2.367833  -2.1976976 ... -0.9814415 -0.6443346  0.1504502],8000,[-0.5320371 -0.7410516 -0.589041  ...  1.0070701  1.4631019  2.2041535],8000,8000
0379,-4.0,8000,"[-0.03150602 -0.01330254 -0.00665127 ...  1.0600026   1.2206832
  1.711127  ]",8000,"[ 0.03028403  0.22850674  0.5065692  ... -1.4095838  -1.3985714
 -1.4563864 ]",8000,8000
0380,3.0,8000,"[-0.01968194 -0.06532729  0.02386959 ... -0.45184714 -0.4120645
 -0.45603475]",8000,"[ 0.55310917  0.4898967   0.5847154  ... -0.71114033 -0.71114033
 -0.41088113]",8000,8000
0381,-4.0,8000,[0.04750161 0.05987182 0.11034228 ... 0.07026279 0.06531471 0.07916935],8000,"[-0.03357561  0.05036342  0.26021102 ... -0.5959671  -0.5456037
 -0.55399764]",8000,8000
0382,0.0,8000,"[-0.0243458  -0.01438615 -0.00055331 ... -0.03541207 -0.03596539
 -0.04149852]",8000,"[-0.76198685 -0.827114   -1.139724   ...  0.6056819   0.74896145
  0.84665203]",8000,8000
0383,-1.0,8000,"[ 0.12512316  0.00670303 -0.8788413  ... -0.02457776 -0.02085386
 -0.01638518]",8000,"[ 0.0233172   0.09326882 -0.0116586  ... -0.74615055 -0.6295645
 -0.5246371 ]",8000,8000
0384,1.0,8000,[-1.153665  -1.2376856 -1.31632   ...  1.135353   1.3410953  1.3540215],8000,"[-0.22889449 -0.3147299  -0.53217965 ... -0.00572236 -0.537902
 -0.6752387 ]",8000,8000
0385,0.0,8000,[0.03217237 0.02641016 0.02881108 ... 0.94692415 0.6227995  0.6506502 ],8000,[-0.8458133 -1.1260526 -1.4419588 ... -1.9158181 -2.0228186 -1.9209132],8000,8000
0386,3.0,8000,"[-0.46404994 -0.20827058  0.28313282 ... -0.2490609  -0.14732505
 -0.05662657]",8000,"[-0.70402354 -0.29941234  0.25085896 ...  1.8045663   1.8773961
  1.7398285 ]",8000,8000
0387,-3.0,8000,"[-0.03159646 -0.06284571 -0.04340173 ... -1.2089988  -1.3166351
 -1.3103852 ]",8000,"[-1.1625433  -1.0910754  -1.1958948  ... -0.30016488 -0.17152277
  0.13817112]",8000,8000
0388,-2.0,8000,"[-0.8718753  -1.4903898  -1.8555437  ...  0.0022471   0.0067413
  0.01460616]",8000,"[ 0.46891943 -0.00732687 -0.4762463  ...  0.0219806   0.0879224
  0.02930746]",8000,8000
0389,-2.0,8000,"[-0.03082556 -0.02746278 -0.02802324 ...  0.04707905  0.26734173
  0.34468585]",8000,[ 1.4953738  1.5796827  1.5841199 ... -0.6522847 -0.798716  -0.8430891],8000,8000
0390,-4.0,8000,"[ 0.62951654  0.48838192  0.43004158 ... -2.0206013  -2.3409493
 -4.051683  ]",8000,"[ 0.25108546  0.34524253  0.15692843 ... -0.69048506 -0.88926107
 -1.3391227 ]",8000,8000
0391,0.0,8000,"[-4.7726854e-04 -4.7726854e-04 -4.7726854e-04 ...  5.0876826e-01
  3.5270146e-01  3.0354279e-01]",8000,[0.27991575 0.37643847 0.7335723  ... 1.7277559  1.8628876  1.8725399 ],8000,8000
0392,2.0,8000,"[ 5.3863146e-04  1.0772629e-03 -3.2317890e-03 ...  1.1332808e+00
  1.4510734e+00  4.0397361e-02]",8000,[-0.8134536 -0.2934376 -0.269294  ... -0.4773004 -0.8840272 -1.3018972],8000,8000
0393,-1.0,8000,"[-0.01382747 -0.08181255 -0.12099039 ... -2.1751382  -1.047047
  0.15594317]",8000,"[-0.33676195 -0.38914713  0.04490159 ... -2.1328259  -2.6267433
 -3.0009234 ]",8000,8000
0394,-1.0,8000,"[-1.9924169  -1.3333064  -0.67835814 ... -0.00572235 -0.00884362
 -0.00988405]",8000,"[-0.5930146  -0.7977967  -0.91725284 ...  0.8191281   1.0793719
  1.0793719 ]",8000,8000
0395,3.0,8000,"[-2.0718379e-03  4.1436753e-04  2.0718379e-03 ... -8.8591784e-01
 -1.2232130e+00 -1.6558129e+00]",8000,"[-0.870115   -0.79464585 -0.56675863 ...  0.46465325  0.7339746
  0.76948947]",8000,8000
0396,4.0,8000,"[-2.5144415e+00 -1.2553027e+00  9.3500398e-02 ... -3.2125775e-02
 -1.9179570e-03  3.4043737e-02]",8000,"[ 0.24111049  0.32817817  0.6228688  ... -0.7802604  -0.6764489
 -0.9041643 ]",8000,8000
0397,2.0,8000,"[-0.03089448 -0.04119264 -0.06127404 ... -0.04582681 -0.07569147
 -0.10504122]",8000,"[-4.2873044  -3.662434   -3.6763206  ...  0.02777201 -0.01041451
 -0.1944041 ]",8000,8000
0398,0.0,8000,"[ 0.02439114  0.02075842  0.02179634 ... -1.1240685  -0.7566444
 -0.34199497]",8000,"[-1.7582844  -1.6826591  -0.3781257  ...  0.132344   -0.132344
 -0.22687541]",8000,8000
0399,-3.0,8000,"[ 0.01883855  0.01004723  0.01632675 ... -1.2458563  -0.7740552
 -0.35081577]",8000,"[ 0.43513238  0.5439155   0.26591423 ... -0.21756619  0.
  0.12087011]",8000,8000
0400,0.0,8000,"[ 0.40137517  0.34181342  0.25869367 ... -0.49560723  0.37426123
  1.1890129 ]",8000,"[ 1.7462069   1.6363056   1.6770098  ... -0.96061724 -1.1275041
 -1.0908705 ]",8000,8000
0401,-4.0,8000,"[ 0.05489402  0.05522076  0.05522076 ... -4.4905267  -4.3464303
 -0.3685741 ]",8000,[0.8316157  0.8640163  0.77761465 ... 1.5120286  1.6200305  1.1340214 ],8000,8000
0402,4.0,8000,"[ 2.0795801e+00  1.8766196e+00  1.7629007e+00 ... -3.5696568e-03
 -2.0398041e-03 -3.0597062e-03]",8000,"[ 3.1054926   3.0752246   2.7180629  ... -0.69616306 -0.90803885
 -1.307576  ]",8000,8000
0403,2.0,8000,[-1.5870769 -1.6152339 -2.6570466 ...  1.7032808  1.1195797  0.8058292],8000,"[-0.87116724 -0.6533754  -0.6291763  ... -0.12099545 -0.21779181
 -0.2419909 ]",8000,8000
0404,-4.0,8000,"[ 4.8642184e-04  4.3777968e-03  9.7284364e-03 ... -5.0977010e-01
 -8.3713198e-01 -6.6639793e-01]",8000,[0.68971217 0.41745734 0.30855545 ... 0.7078625  0.47190833 0.38115674],8000,8000
0405,1.0,8000,"[ 0.01048446  0.01090384  0.00671005 ... -2.6232111  -1.5500221
 -0.33172825]",8000,"[-0.49573737 -0.7203684  -0.6351635  ...  0.02323769 -0.16266383
 -0.30983585]",8000,8000
0406,3.0,8000,"[-0.9148571  -1.0656031  -1.1513568  ...  0.15480809  0.04558489
 -0.03204482]",8000,"[-0.26816052 -0.53632104 -0.7821349  ... -0.04469342 -0.4916276
 -0.62570786]",8000,8000
0407,0.0,8000,"[-0.70101506 -0.44673815 -0.2095592  ... -0.07803669 -0.1411675
 -0.14905885]",8000,"[-0.8025151  -0.8835509  -0.95935845 ... -0.15684335 -0.35812566
 -0.21173853]",8000,8000
0408,-3.0,8000,"[-1.8324319  -2.1798627  -2.0411563  ...  0.07179056  0.01639661
  0.02481649]",8000,"[-1.2397248  -0.76020855 -0.72512203 ... -0.2105193   0.03508655
  0.32747445]",8000,8000
0409,-4.0,8000,"[ 0.46907133  0.41741455  0.2863658  ... -0.18651913 -0.16086407
 -0.03709581]",8000,[0.14569943 0.2895776  0.26043773 ... 1.6409397  1.2366238  1.4005356 ],8000,8000
0410,4.0,8000,"[-0.02179101 -0.02575302 -0.01782901 ...  1.0598356   0.5526993
 -0.9667286 ]",8000,[0.04388415 0.52660984 0.73627853 ... 1.5066892  1.448177   1.4140449 ],8000,8000
0411,2.0,8000,[0.11248707 0.44858754 0.31977174 ... 0.00408219 0.00045358 0.        ],8000,"[-1.1066998  -1.1399008  -1.3169727  ... -0.5496609  -0.56441694
 -0.5017039 ]",8000,8000
0412,2.0,8000,"[-0.33253378 -0.31929594 -0.36642256 ...  2.5654874   2.9229083
  3.08388   ]",8000,"[-0.4915465  -0.17348701 -0.3276977  ...  0.6264808   0.5011847
  0.36625034]",8000,8000
0413,4.0,8000,[0.2787494  0.30377796 0.3101578  ... 0.07214114 0.07165038 0.07901172],8000,[1.3818432  1.6536813  1.9708256  ... 0.22653167 0.33979753 0.43041018],8000,8000
0414,4.0,8000,"[ 0.0049987   0.02044922  0.01908594 ...  1.4100875   0.3385482
 -1.0651773 ]",8000,"[-0.36333573 -0.7141427   0.07517291 ...  1.177709    1.5911599
  1.9419669 ]",8000,8000
0415,4.0,8000,"[-0.01949181 -0.01485091 -0.00742545 ... -0.09374635 -0.45295265
 -1.1885365 ]",8000,"[ 0.          0.25090176  0.04704408 ... -0.59589165 -0.5331662
 -0.33714926]",8000,8000
0416,0.0,8000,"[ 1.1098871   0.81658363  0.6746933  ... -0.33710858 -0.00523756
  0.15236546]",8000,"[-0.45722854 -0.60067284 -0.71722126 ...  0.09861792  0.11654846
  0.08965266]",8000,8000
0417,-3.0,8000,"[-0.08438377 -0.1420914  -0.19653252 ...  0.00653294  0.00979941
  0.00272206]",8000,[0.8562945 0.8014038 0.6586881 ... 0.5928193 0.7574913 0.977054 ],8000,8000
0418,-4.0,8000,"[-0.00401421  0.         -0.00490626 ... -0.7466429  -2.0267296
 -3.0048587 ]",8000,[-0.9328278 -0.7941642 -1.147126  ...  1.4748763  1.084097   1.3236068],8000,8000
0419,4.0,8000,"[ 9.7937454e-03  8.9421151e-03 -8.5163000e-04 ... -6.6427141e-02
 -1.7628740e+00 -3.9417694e+00]",8000,"[ 0.07385737  0.6216329   0.5723946  ...  0.10463128 -0.11078606
  0.04923825]",8000,8000
0420,2.0,8000,[0.7345858  0.86475825 0.83149827 ... 0.01548307 0.00344068 0.04128819],8000,"[ 3.4143379   3.4143379   3.318805   ... -0.29997262 -0.47957402
 -0.6973885 ]",8000,8000
0421,4.0,8000,"[ 0.00474622  0.0120481   0.01058773 ... -1.6100646  -1.3767695
 -0.90543324]",8000,"[ 0.5624217   0.48430762  0.51555324 ...  0.31245652 -0.03124565
 -0.14060542]",8000,8000
0422,-1.0,8000,"[ 0.00090469 -0.00226174 -0.00090469 ...  0.18093893 -0.13570419
  0.14022766]",8000,[1.0079249  0.7716926  0.96067846 ... 1.7953663  1.8268641  1.7008735 ],8000,8000
0423,3.0,8000,"[-0.3151796  -0.69172156  0.11342746 ...  0.00371893  0.
  0.0083676 ]",8000,"[ 0.44675002  0.6282422   0.7120079  ... -0.33506253 -0.3211016
 -0.23733595]",8000,8000
0424,0.0,8000,[0.6068824  1.0927724  1.3506013  ... 0.8474268  0.74419916 1.1186994 ],8000,"[-0.35538042 -0.29851955 -0.4817379  ... -0.7707806  -0.72655547
 -0.8418567 ]",8000,8000
0425,-4.0,8000,"[-0.23689015  0.01951498  0.28513548 ...  0.00379458  0.00379458
  0.00162625]",8000,"[-1.0144869  -0.67402416 -0.36116654 ...  0.72693396  0.7476378
  0.69702846]",8000,8000
0426,0.0,8000,[0.04510848 0.04024066 0.03959162 ... 0.03277667 0.07009663 0.22035006],8000,[0.73072314 0.84072435 0.7857237  ... 0.7542948  1.0292981  1.0450126 ],8000,8000
0427,0.0,8000,"[ 0.00410056  0.02343177  0.04334877 ... -0.03631924 -0.02811812
 -0.03280448]",8000,"[-4.837534   -4.7897234  -4.098647   ...  0.23470514 -0.0521567
 -0.09562062]",8000,8000
0428,2.0,8000,[-1.3470843 -1.0002126 -0.5173514 ...  2.0644782  2.080245   1.753082 ],8000,"[-0.11347684 -0.28948173 -0.5558049  ... -0.13895123 -0.69938785
 -0.28948173]",8000,8000
0429,-2.0,8000,"[-4.067169   -1.6451472  -0.47918177 ...  2.2326999   1.8383868
  1.3256928 ]",8000,"[-0.45806685 -0.38759503 -0.36997706 ...  1.7794135   1.603234
  1.3565826 ]",8000,8000
0430,4.0,8000,"[-0.72766584 -0.5534615  -0.38243285 ...  0.53803724  0.41600347
  0.45728627]",8000,"[ 1.095343    1.0312253   0.8335293  ...  0.3980637  -0.54499996
 -0.97245085]",8000,8000
0431,-4.0,8000,[0.05146966 0.05344926 0.05344926 ... 0.05344926 0.06532688 0.06136767],8000,"[ 0.55310917  0.4898967   0.5847154  ... -0.71114033 -0.71114033
 -0.41088113]",8000,8000
0432,-2.0,8000,[0.98137665 1.7923374  2.2295709  ... 0.00868071 0.01370638 0.00959446],8000,"[ 0.21367097 -0.03770664 -0.21367097 ...  0.8044083   0.57397884
  0.5153241 ]",8000,8000
0433,3.0,8000,"[ 0.16166027  0.20402642  0.23189887 ... -0.12821333 -0.1471666
  0.03790655]",8000,"[ 0.31151447  0.16341743 -0.09192231 ... -0.2910873  -0.25023293
 -0.2042718 ]",8000,8000
0434,-4.0,8000,"[-0.01543507 -0.01725096 -0.01755361 ... -2.2190182  -3.047972
 -4.473446  ]",8000,[1.1519004  1.1141332  1.3596201  ... 0.6986937  0.67981005 0.71757734],8000,8000
0435,4.0,8000,[0.6859063  0.92339534 0.66051674 ... 1.242912   1.7096876  1.6737518 ],8000,"[-0.42684445 -0.3201334  -0.4559475  ... -0.30073136 -0.03880404
  0.4559475 ]",8000,8000
